benign_subtype,class_id,dataset_group,feature_alias_token_count,feature_alias_tokens,feature_backtick_count,feature_base64_candidate_count,feature_benign_admin_token_count,feature_benign_admin_tokens,feature_concat_operator_count,feature_digit_count,feature_digit_ratio,feature_entropy,feature_has_base64_indicator,feature_high_risk_token_count,feature_high_risk_tokens,feature_ip_like_count,feature_length,feature_line_count,feature_lolbin_token_count,feature_lolbin_tokens,feature_longest_base64_candidate,feature_quote_count,feature_special_char_count,feature_special_char_ratio,feature_split_indicator_pattern_count,feature_suspicious_token_count,feature_suspicious_tokens,feature_token_count,feature_uppercase_count,feature_uppercase_ratio,feature_url_count,feature_whitespace_ratio,hybrid_prediction,id,label,lexical_prediction,lexical_reasons,lexical_score,lexical_threshold,mitre_attack_id,obfuscation_type,safety_class,scenario,source_family,tactic,technique,truth,wazuh_alert_count,wazuh_prediction,wazuh_rule_descriptions,wazuh_rule_ids
normal_benign,0,normal_benign,0,,0,0,2,get-date;select-object,0,6,0.03871,5.219827,False,0,,0,155,1,0,,0,6,32,0.206452,0,0,,14,24,0.154839,0,0.103226,0,BEN-011,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;+1:high_special_char_ratio;-2:benign_admin_only,2,6,N/A,none,benign_safe_execution,date_check_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,2,get-childitem;select-object,0,7,0.039326,5.298805,False,0,,0,178,1,0,,0,6,35,0.196629,0,0,,18,27,0.151685,0,0.11236,0,BEN-012,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;-2:benign_admin_only,1,6,N/A,none,benign_safe_execution,env_summary_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,7,0.03271,5.176342,False,0,,0,214,1,0,,0,6,36,0.168224,0,0,,19,30,0.140187,0,0.098131,0,BEN-013,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,local_user_inventory_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,7,0.033816,5.204211,False,0,,0,207,1,0,,0,6,35,0.169082,0,0,,18,29,0.140097,0,0.096618,0,BEN-014,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,local_group_inventory_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,6,0.032432,5.185827,False,0,,0,185,1,0,,0,6,34,0.183784,0,0,,15,26,0.140541,0,0.091892,0,BEN-015,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,firewall_profile_read_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,7,0.037433,5.204112,False,0,,0,187,1,0,,0,6,35,0.187166,0,0,,18,27,0.144385,0,0.106952,0,BEN-016,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,module_list_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,2,get-process;select-object,0,6,0.031414,5.227026,False,0,,0,191,1,0,,0,6,35,0.183246,0,0,,17,28,0.146597,0,0.099476,0,BEN-017,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;-2:benign_admin_only,1,6,N/A,none,benign_safe_execution,command_lookup_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,convertto-json,0,6,0.031746,5.416955,False,0,,0,189,1,0,,0,6,41,0.216931,0,0,,18,41,0.216931,0,0.084656,0,BEN-018,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;+1:high_special_char_ratio,4,6,N/A,none,benign_safe_execution,json_formatting_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,3,convertto-csv;get-process;select-object,0,7,0.033981,5.256888,False,0,,0,206,1,0,,0,6,37,0.179612,0,0,,19,31,0.150485,0,0.106796,0,BEN-019,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;-2:benign_admin_only,1,6,N/A,none,benign_safe_execution,csv_formatting_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,measure-object,0,6,0.032967,5.107998,False,0,,0,182,1,0,,0,8,34,0.186813,0,0,,16,21,0.115385,0,0.098901,0,BEN-020,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,string_measure_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,7,0.02834,5.477625,False,0,,0,247,1,0,,0,8,53,0.214575,0,0,,21,38,0.153846,0,0.076923,0,BEN-021,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;+1:high_special_char_ratio,4,6,N/A,none,benign_safe_execution,hash_string_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,6,0.034682,5.231832,False,0,,0,173,1,0,,0,6,32,0.184971,0,0,,15,30,0.17341,0,0.098266,0,BEN-022,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,psversion_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,6,0.036585,5.24489,False,0,,0,164,1,0,,0,6,32,0.195122,0,0,,15,25,0.152439,0,0.103659,0,BEN-023,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,culture_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,6,0.036585,5.283283,False,0,,0,164,1,0,,0,6,32,0.195122,0,0,,15,26,0.158537,0,0.103659,0,BEN-024,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,timezone_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,6,0.023715,5.186471,False,0,,0,253,1,0,,0,6,37,0.146245,0,0,,20,38,0.150198,0,0.086957,0,BEN-025,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,computer_info_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,7,0.033019,5.156602,False,0,,0,212,1,0,,0,6,35,0.165094,0,0,,19,30,0.141509,0,0.099057,0,BEN-026,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,printer_inventory_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,7,0.037838,5.322328,False,0,,0,185,1,0,,0,6,34,0.183784,0,0,,17,30,0.162162,0,0.102703,0,BEN-027,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,hotfix_inventory_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,7,0.032864,5.200703,False,0,,0,213,1,0,,0,6,36,0.169014,0,0,,19,31,0.14554,0,0.098592,0,BEN-028,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,dns_client_cache_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,7,0.032258,5.203099,False,0,,0,217,1,0,,0,6,35,0.16129,0,0,,19,32,0.147465,0,0.096774,0,BEN-029,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,route_table_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,7,0.027451,5.120911,False,0,,0,255,1,0,,0,6,37,0.145098,0,0,,22,38,0.14902,0,0.094118,0,BEN-030,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,tcp_connection_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,2,get-winevent;select-object,0,6,0.028302,5.234064,False,0,,0,212,1,0,,0,6,36,0.169811,0,0,,17,32,0.150943,0,0.089623,0,BEN-031,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;-2:benign_admin_only,1,6,N/A,none,benign_safe_execution,event_provider_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,6,0.033149,5.300091,False,0,,0,181,1,0,,0,6,36,0.198895,0,0,,18,31,0.171271,0,0.104972,0,BEN-032,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,acl_read_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,2,get-childitem;measure-object,0,6,0.028302,5.294716,False,0,,0,212,1,0,,0,6,40,0.188679,0,0,,20,34,0.160377,0,0.09434,0,BEN-033,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;-2:benign_admin_only,1,6,N/A,none,benign_safe_execution,file_count_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,6,0.029703,5.390996,False,0,,0,202,1,0,,0,8,46,0.227723,0,0,,20,22,0.108911,0,0.084158,0,BEN-034,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;+1:high_special_char_ratio,4,6,N/A,none,benign_safe_execution,xml_parse_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,0,,0,6,0.037975,5.235752,False,0,,0,158,1,0,,0,12,39,0.246835,0,0,,15,20,0.126582,0,0.094937,0,BEN-035,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;+1:high_special_char_ratio,4,6,N/A,none,benign_safe_execution,array_sort_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,2,get-process;select-object,0,7,0.034314,5.225827,False,0,,0,204,1,0,,0,6,38,0.186275,0,0,,20,33,0.161765,0,0.112745,0,BEN-036,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;-2:benign_admin_only,1,6,N/A,none,benign_safe_execution,process_cpu_sort_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,2,get-service;select-object,0,7,0.031963,5.194136,False,0,,0,219,1,0,,0,8,40,0.182648,0,0,,21,29,0.13242,0,0.109589,0,BEN-037,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;-2:benign_admin_only,1,6,N/A,none,benign_safe_execution,service_running_filter_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,2,get-winevent;select-object,0,9,0.034221,5.196305,False,0,,0,263,1,0,,0,8,42,0.159696,0,0,,25,38,0.144487,0,0.106464,0,BEN-038,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;-2:benign_admin_only,1,6,N/A,none,benign_safe_execution,event_error_filter_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,7,0.031963,5.233354,False,0,,0,219,1,0,,0,6,36,0.164384,0,0,,19,31,0.141553,0,0.09589,0,BEN-039,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,scheduled_task_list_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,6,0.025751,5.141563,False,0,,0,233,1,0,,0,6,35,0.150215,0,0,,17,34,0.145923,0,0.081545,0,BEN-040,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,defender_status_read_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,6,0.025105,5.128153,False,0,,0,239,1,0,,0,6,35,0.146444,0,0,,17,35,0.146444,0,0.079498,0,BEN-041,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,defender_preference_read_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,6,0.025105,5.399404,False,0,,0,239,1,0,,0,8,41,0.171548,0,0,,19,46,0.192469,0,0.083682,0,BEN-042,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,registry_read_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,0,,0,6,0.043478,5.248965,False,0,,0,138,1,0,,0,6,31,0.224638,0,0,,13,19,0.137681,0,0.101449,0,BEN-043,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;+1:high_special_char_ratio,4,6,N/A,none,benign_safe_execution,power_plan_read_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,2,get-ciminstance;select-object,0,9,0.042254,5.36941,False,0,,0,213,1,0,,0,6,36,0.169014,0,0,,18,33,0.15493,0,0.093897,0,BEN-044,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;-2:benign_admin_only,1,6,N/A,none,benign_safe_execution,wmi_quick_fix_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,1,select-object,0,7,0.034146,5.21775,False,0,,0,205,1,0,,0,6,35,0.170732,0,0,,19,30,0.146341,0,0.102439,0,BEN-045,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio,3,6,N/A,none,benign_safe_execution,share_inventory_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,2,get-winevent;select-object,0,6,0.029851,5.331802,False,0,,0,201,1,0,,0,6,37,0.18408,0,0,,17,31,0.154229,0,0.094527,0,BEN-046,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;-2:benign_admin_only,1,6,N/A,none,benign_safe_execution,log_source_summary_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,0,,0,6,0.04,5.264584,False,0,,0,150,1,0,,0,6,32,0.213333,0,0,,13,27,0.18,0,0.093333,0,BEN-047,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;+1:high_special_char_ratio,4,6,N/A,none,benign_safe_execution,profile_path_read_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,0,,0,6,0.037975,5.230856,False,0,,0,158,1,0,,0,6,32,0.202532,0,0,,13,22,0.139241,0,0.088608,0,BEN-048,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;+1:high_special_char_ratio,4,6,N/A,none,benign_safe_execution,execution_policy_read_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,2,get-childitem;select-object,0,7,0.029915,5.212419,False,0,,0,234,1,0,,0,6,39,0.166667,0,0,,21,35,0.149573,0,0.094017,0,BEN-049,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;-2:benign_admin_only,1,6,N/A,none,benign_safe_execution,cert_store_read_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,0,,3,6,0.031414,5.295091,False,0,,0,191,1,0,,0,10,46,0.240838,0,0,,18,42,0.219895,0,0.120419,1,BEN-050,benign,1,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;+1:high_special_char_ratio;+2:string_concatenation,6,6,N/A,none,benign_safe_execution,host_info_normal_v1,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,2,get-process;select-object,0,8,0.037736,5.216197,False,0,,0,212,1,0,,0,8,39,0.183962,0,0,,22,30,0.141509,0,0.113208,0,BEN-051,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;-2:benign_admin_only,1,6,N/A,none,benign_safe_execution,process_inventory_normal_v2,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,2,get-service;select-object,0,8,0.037915,5.154246,False,0,,0,211,1,0,,0,8,38,0.180095,0,0,,21,27,0.127962,0,0.109005,0,BEN-052,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;-2:benign_admin_only,1,6,N/A,none,benign_safe_execution,service_inventory_normal_v2,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,2,get-ciminstance;select-object,0,9,0.0375,5.209837,False,0,,0,240,1,0,,0,8,39,0.1625,0,0,,21,32,0.133333,0,0.095833,0,BEN-053,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;-2:benign_admin_only,1,6,N/A,none,benign_safe_execution,os_inventory_normal_v2,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,2,get-ciminstance;select-object,0,9,0.039474,5.223096,False,0,,0,228,1,0,,0,8,38,0.166667,0,0,,20,33,0.144737,0,0.096491,0,BEN-054,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;-2:benign_admin_only,1,6,N/A,none,benign_safe_execution,bios_inventory_normal_v2,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,2,get-ciminstance;select-object,0,9,0.038462,5.266809,False,0,,0,234,1,0,,0,8,39,0.166667,0,0,,21,34,0.145299,0,0.098291,0,BEN-055,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;-2:benign_admin_only,1,6,N/A,none,benign_safe_execution,disk_inventory_normal_v2,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,2,get-netipconfiguration;select-object,0,9,0.038627,5.233648,False,0,,0,233,1,0,,0,8,39,0.167382,0,0,,21,33,0.141631,0,0.098712,0,BEN-056,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;-2:benign_admin_only,1,6,N/A,none,benign_safe_execution,net_ip_config_normal_v2,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,2,get-netadapter;select-object,0,8,0.036364,5.128768,False,0,,0,220,1,0,,0,8,39,0.177273,0,0,,22,30,0.136364,0,0.109091,0,BEN-057,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;-2:benign_admin_only,1,6,N/A,none,benign_safe_execution,net_adapter_normal_v2,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
normal_benign,0,normal_benign,0,,0,0,2,get-winevent;select-object,0,8,0.032389,5.199934,False,0,,0,247,1,0,,0,8,40,0.161943,0,0,,24,35,0.1417,0,0.105263,0,BEN-058,benign,0,+1:medium_entropy;+1:high_entropy;+1:medium_special_char_ratio;-2:benign_admin_only,1,6,N/A,none,benign_safe_execution,system_eventlog_normal_v2,Benign Windows/PowerShell administration,Benign Administration,Benign PowerShell read-only or formatting command,0,0,0,,
